1 0
6 0
7 1
8 1
9 13
10 11
11 23
12 49
13 65
14 80
15 88
16 99
17 86
18 85
19 65
20 53
21 51
22 41
23 26
24 16
25 9
26 8
27 7
28 2
29 2
30 3
31 4
32 2
33 1
34 1
35 0
40 0
