1 0
6 0
7 73
8 32
9 821
10 295
11 412
12 673
13 1065
14 1042
15 652
16 838
17 836
18 565
19 690
20 471
21 298
22 184
23 125
24 138
25 21
26 25
27 49
28 15
29 29
30 17
31 8
32 3
33 3
34 7
35 0
40 0
